Timestamp,Data,Type,Camera
2025-05-02T15:40:28.243114,2240078101,CODE39,Cam1
2025-05-02T15:40:28.276766,2240078101,CODE39,Cam1
2025-05-02T15:40:28.310831,2240078101,CODE39,Cam1
2025-05-02T15:40:28.344827,2240078101,CODE39,Cam1
2025-05-02T15:40:28.383335,2240078101,CODE39,Cam1
2025-05-02T15:40:28.417300,2240078101,CODE39,Cam1
2025-05-02T15:40:28.454246,2240078101,CODE39,Cam1
2025-05-02T15:40:28.493594,2240078101,CODE39,Cam1
2025-05-02T15:40:28.528548,2240078101,CODE39,Cam1
2025-05-02T15:40:28.563109,2240078101,CODE39,Cam1
2025-05-02T15:40:28.597886,2240078101,CODE39,Cam1
2025-05-02T15:40:28.631229,2240078101,CODE39,Cam1
2025-05-02T15:40:28.664601,2240078101,CODE39,Cam1
2025-05-02T15:40:28.698558,2240078101,CODE39,Cam1
2025-05-02T15:40:28.735207,2240078101,CODE39,Cam1
2025-05-02T15:40:28.770561,2240078101,CODE39,Cam1
2025-05-02T15:40:28.804707,2240078101,CODE39,Cam1
2025-05-02T15:40:28.841876,2240078101,CODE39,Cam1
2025-05-02T15:40:28.877338,2240078101,CODE39,Cam1
2025-05-02T15:40:28.911978,2240078101,CODE39,Cam1
2025-05-02T15:40:28.949019,2240078101,CODE39,Cam1
2025-05-02T15:40:28.983970,2240078101,CODE39,Cam1
2025-05-02T15:40:29.018253,2240078101,CODE39,Cam1
2025-05-02T15:40:29.053756,2240078101,CODE39,Cam1
2025-05-02T15:40:29.087536,2240078101,CODE39,Cam1
2025-05-02T15:40:29.121809,2240078101,CODE39,Cam1
2025-05-02T15:40:29.158739,2240078101,CODE39,Cam1
2025-05-02T15:40:29.193007,2240078101,CODE39,Cam1
2025-05-02T15:40:29.228313,2240078101,CODE39,Cam1
2025-05-02T15:40:29.262263,2240078101,CODE39,Cam1
2025-05-02T15:40:29.295926,2240078101,CODE39,Cam1
2025-05-02T15:40:29.331632,2240078101,CODE39,Cam1
2025-05-02T15:40:29.365716,2240078101,CODE39,Cam1
2025-05-02T15:40:29.399513,2240078101,CODE39,Cam1
2025-05-02T15:40:29.435304,2240078101,CODE39,Cam1
2025-05-02T15:40:29.469225,2240078101,CODE39,Cam1
2025-05-02T15:40:29.502984,2240078101,CODE39,Cam1
2025-05-02T15:40:29.537240,2240078101,CODE39,Cam1
2025-05-02T15:40:29.600871,2240078101,CODE39,Cam1
2025-05-02T15:40:29.632207,2240078101,CODE39,Cam1
2025-05-02T15:40:29.672551,2240078101,CODE39,Cam1
2025-05-02T15:40:29.706539,2240078101,CODE39,Cam1
2025-05-02T15:40:29.739822,2240078101,CODE39,Cam1
2025-05-02T15:40:29.772592,2240078101,CODE39,Cam1
2025-05-02T15:40:29.811959,2240078101,CODE39,Cam1
2025-05-02T15:40:29.849363,2240078101,CODE39,Cam1
2025-05-02T15:40:32.419074,665410,I25,Cam1
2025-05-02T15:40:38.527429,2240083101,CODE39,Cam2
2025-05-02T15:40:38.582270,2240083101,CODE39,Cam2
2025-05-02T15:40:41.741783,2240078101,CODE39,Cam1
2025-05-02T15:40:42.444613,2240078101,CODE39,Cam1
2025-05-02T15:40:42.848330,2240078101,CODE39,Cam1
2025-05-02T15:40:42.917095,2240078101,CODE39,Cam1
2025-05-02T15:40:42.949191,2240078101,CODE39,Cam1
2025-05-02T15:40:42.985299,2240078101,CODE39,Cam1
2025-05-02T15:40:43.017275,2240078101,CODE39,Cam1
2025-05-02T15:40:43.049534,2240078101,CODE39,Cam1
2025-05-02T15:40:43.085888,2240078101,CODE39,Cam1
2025-05-02T15:40:43.118840,2240078101,CODE39,Cam1
2025-05-02T15:40:43.153998,2240078101,CODE39,Cam1
2025-05-02T15:40:43.187106,2240078101,CODE39,Cam1
2025-05-02T15:40:43.219796,2240078101,CODE39,Cam1
2025-05-02T15:40:43.254232,2240078101,CODE39,Cam1
2025-05-02T15:40:43.286655,2240078101,CODE39,Cam1
2025-05-02T15:40:43.320630,2240078101,CODE39,Cam1
2025-05-02T15:40:43.354271,2240078101,CODE39,Cam1
2025-05-02T15:40:43.387847,2240078101,CODE39,Cam1
2025-05-02T15:40:43.422575,2240078101,CODE39,Cam1
2025-05-02T15:40:43.456423,2240078101,CODE39,Cam1
2025-05-02T15:40:43.489962,2240078101,CODE39,Cam1
2025-05-02T15:40:43.524801,2240078101,CODE39,Cam1
2025-05-02T15:40:43.559618,2240078101,CODE39,Cam1
2025-05-02T15:40:43.594494,2240078101,CODE39,Cam1
2025-05-02T15:40:43.628916,2240078101,CODE39,Cam1
2025-05-02T15:40:43.663038,2240078101,CODE39,Cam1
2025-05-02T15:40:43.695361,2240078101,CODE39,Cam1
2025-05-02T15:40:43.727556,2240078101,CODE39,Cam1
2025-05-02T15:40:43.764211,2240078101,CODE39,Cam1
2025-05-02T15:40:43.799555,2240078101,CODE39,Cam1
2025-05-02T15:40:47.344657,2240083101,CODE39,Cam2
2025-05-02T15:40:47.551896,2240083101,CODE39,Cam2
2025-05-02T15:40:47.611542,2240083101,CODE39,Cam2
2025-05-02T15:40:47.680891,2240083101,CODE39,Cam2
2025-05-02T15:40:47.752212,2240083101,CODE39,Cam2
2025-05-02T15:40:47.822508,2240083101,CODE39,Cam2
2025-05-02T15:40:47.879129,2240083101,CODE39,Cam2
2025-05-02T15:40:47.945616,2240083101,CODE39,Cam2
2025-05-02T15:40:48.019176,2240083101,CODE39,Cam2
2025-05-02T15:40:48.091405,2240083101,CODE39,Cam2
2025-05-02T15:40:48.151604,2240083101,CODE39,Cam2
2025-05-02T15:40:48.222041,2240083101,CODE39,Cam2
2025-05-02T15:40:48.288230,2240083101,CODE39,Cam2
2025-05-02T15:40:48.354824,2240083101,CODE39,Cam2
2025-05-02T15:40:48.418649,2240083101,CODE39,Cam2
2025-05-02T15:40:48.490234,2240083101,CODE39,Cam2
2025-05-02T15:40:48.556240,2240083101,CODE39,Cam2
2025-05-02T15:40:48.621256,2240083101,CODE39,Cam2
2025-05-02T15:40:48.693968,2240083101,CODE39,Cam2
2025-05-02T15:40:48.758121,2240083101,CODE39,Cam2
2025-05-02T15:40:48.822555,2240083101,CODE39,Cam2
2025-05-02T15:40:48.889006,2240083101,CODE39,Cam2
2025-05-02T15:40:48.953607,2240083101,CODE39,Cam2
2025-05-02T15:40:49.028704,2240083101,CODE39,Cam2
2025-05-02T15:40:49.161730,2240083101,CODE39,Cam2
2025-05-02T15:40:49.227302,2240083101,CODE39,Cam2
2025-05-02T15:40:49.290647,2240083101,CODE39,Cam2
2025-05-02T15:40:49.359282,2240083101,CODE39,Cam2
2025-05-02T15:40:49.429376,2240083101,CODE39,Cam2
2025-05-02T15:40:49.496121,2240083101,CODE39,Cam2
2025-05-02T15:40:49.558348,2240083101,CODE39,Cam2
2025-05-02T15:40:49.627725,2240083101,CODE39,Cam2
2025-05-02T15:40:49.696294,2240083101,CODE39,Cam2
2025-05-02T15:40:49.766775,2240083101,CODE39,Cam2
2025-05-02T15:40:49.830119,2240083101,CODE39,Cam2
2025-05-02T15:40:49.897371,2240083101,CODE39,Cam2
2025-05-02T15:40:49.966399,2240083101,CODE39,Cam2
2025-05-02T15:40:50.027786,2240083101,CODE39,Cam2
2025-05-02T15:40:50.095717,2240083101,CODE39,Cam2
2025-05-02T15:40:50.164152,2240083101,CODE39,Cam2
2025-05-02T15:40:50.235406,2240083101,CODE39,Cam2
2025-05-02T15:40:50.296430,2240083101,CODE39,Cam2
2025-05-02T15:40:50.367295,2240083101,CODE39,Cam2
2025-05-02T15:40:50.431075,2240083101,CODE39,Cam2
2025-05-02T15:40:50.497734,2240083101,CODE39,Cam2
2025-05-02T15:40:50.565610,2240083101,CODE39,Cam2
2025-05-02T15:40:50.635197,2240083101,CODE39,Cam2
2025-05-02T15:40:50.701457,2240083101,CODE39,Cam2
2025-05-02T15:40:50.766089,2240083101,CODE39,Cam2
2025-05-02T15:40:50.833240,2240083101,CODE39,Cam2
2025-05-02T15:40:50.903573,2240083101,CODE39,Cam2
2025-05-02T15:40:50.969183,2240083101,CODE39,Cam2
2025-05-02T15:40:51.035152,2240083101,CODE39,Cam2
2025-05-02T15:40:51.102765,2240083101,CODE39,Cam2
2025-05-02T15:40:51.170075,2240083101,CODE39,Cam2
2025-05-02T15:40:51.234400,2240083101,CODE39,Cam2
2025-05-02T15:40:51.301704,2240083101,CODE39,Cam2
2025-05-02T15:40:51.370012,2240083101,CODE39,Cam2
2025-05-02T15:40:51.436557,2240083101,CODE39,Cam2
2025-05-02T15:40:51.501721,2240083101,CODE39,Cam2
2025-05-02T15:40:51.571197,2240083101,CODE39,Cam2
2025-05-02T15:40:51.636669,2240083101,CODE39,Cam2
2025-05-02T15:40:51.700348,2240083101,CODE39,Cam2
2025-05-02T15:40:51.771419,440686,I25,Cam2
2025-05-02T15:40:51.771480,2240083101,CODE39,Cam2
2025-05-02T15:40:51.836778,2240083101,CODE39,Cam2
2025-05-02T15:40:51.901175,2240083101,CODE39,Cam2
2025-05-02T15:40:51.970372,2240083101,CODE39,Cam2
2025-05-02T15:40:52.036209,2240083101,CODE39,Cam2
2025-05-02T15:40:52.096728,2240083101,CODE39,Cam2
2025-05-02T15:40:52.159066,2240083101,CODE39,Cam2
2025-05-02T15:46:03.190363,2240083101,CODE39,Cam2
2025-05-02T15:47:46.022200,2240108101,CODE39,Cam2
2025-05-02T15:47:46.089031,2240108101,CODE39,Cam2
2025-05-02T15:47:46.160074,2240108101,CODE39,Cam2
2025-05-02T15:47:46.224744,2240108101,CODE39,Cam2
2025-05-02T15:47:46.290551,2240108101,CODE39,Cam2
2025-05-02T15:47:46.361752,2240108101,CODE39,Cam2
2025-05-02T15:47:47.093777,2240108101,CODE39,Cam2
2025-05-02T15:47:47.165081,2240108101,CODE39,Cam2
2025-05-02T15:47:47.492808,2240108101,CODE39,Cam2
2025-05-02T15:47:47.631152,2240108101,CODE39,Cam2
2025-05-02T15:47:47.762062,2240108101,CODE39,Cam2
2025-05-02T15:47:47.830531,2240108101,CODE39,Cam2
2025-05-02T15:47:47.898308,2240108101,CODE39,Cam2
2025-05-02T15:47:47.966585,2240108101,CODE39,Cam2
2025-05-02T15:47:48.041410,2240108101,CODE39,Cam2
2025-05-02T15:47:48.107153,2240108101,CODE39,Cam2
2025-05-02T15:47:48.168714,2240108101,CODE39,Cam2
2025-05-02T15:47:48.238560,2240108101,CODE39,Cam2
2025-05-02T15:47:48.300575,2240108101,CODE39,Cam2
2025-05-02T15:47:48.369127,2240108101,CODE39,Cam2
2025-05-02T15:47:48.433646,2240108101,CODE39,Cam2
2025-05-02T15:47:48.501364,2240108101,CODE39,Cam2
2025-05-02T15:47:48.570995,2240108101,CODE39,Cam2
2025-05-02T15:47:48.635103,2240108101,CODE39,Cam2
2025-05-02T15:47:48.700204,2240108101,CODE39,Cam2
2025-05-02T15:47:48.769328,2240108101,CODE39,Cam2
2025-05-02T15:47:48.838307,2240108101,CODE39,Cam2
2025-05-02T15:47:48.904856,2240108101,CODE39,Cam2
2025-05-02T15:47:48.971238,2240108101,CODE39,Cam2
2025-05-02T15:47:49.039104,2240108101,CODE39,Cam2
2025-05-02T15:47:49.107259,2240108101,CODE39,Cam2
2025-05-02T15:48:07.265673,2240068101,CODE39,Cam1
2025-05-02T15:48:07.312007,2240068101,CODE39,Cam1
2025-05-02T15:48:07.466028,2240068101,CODE39,Cam1
2025-05-02T15:48:07.517240,2240068101,CODE39,Cam1
2025-05-02T15:48:07.643425,2240068101,CODE39,Cam1
2025-05-02T15:48:07.686652,2240068101,CODE39,Cam1
2025-05-02T15:48:07.734461,2240068101,CODE39,Cam1
2025-05-02T15:48:07.781000,2240068101,CODE39,Cam1
2025-05-02T15:48:07.934630,2240068101,CODE39,Cam1
2025-05-02T15:48:07.975340,2240068101,CODE39,Cam1
2025-05-02T15:48:08.066764,2240108101,CODE39,Cam2
2025-05-02T15:48:08.096687,2240068101,CODE39,Cam1
2025-05-02T15:48:08.117463,2240108101,CODE39,Cam2
2025-05-02T15:48:08.160906,2240108101,CODE39,Cam2
2025-05-02T15:48:08.191786,2240068101,CODE39,Cam1
2025-05-02T15:48:08.239836,2240068101,CODE39,Cam1
2025-05-02T15:48:08.308834,2240108101,CODE39,Cam2
2025-05-02T15:48:08.357559,2240108101,CODE39,Cam2
2025-05-02T15:48:08.392896,2240068101,CODE39,Cam1
2025-05-02T15:48:08.417168,2240108101,CODE39,Cam2
2025-05-02T15:48:08.474993,2240108101,CODE39,Cam2
2025-05-02T15:48:08.524884,2240108101,CODE39,Cam2
2025-05-02T15:48:08.555581,2240068101,CODE39,Cam1
2025-05-02T15:48:08.578224,2240108101,CODE39,Cam2
2025-05-02T15:48:08.611872,2240068101,CODE39,Cam1
2025-05-02T15:48:08.633166,2240108101,CODE39,Cam2
2025-05-02T15:48:08.682352,2240108101,CODE39,Cam2
2025-05-02T15:48:08.710490,2240068101,CODE39,Cam1
2025-05-02T15:48:08.732248,2240108101,CODE39,Cam2
2025-05-02T15:48:08.760375,2240068101,CODE39,Cam1
2025-05-02T15:48:08.783821,2240108101,CODE39,Cam2
2025-05-02T15:48:08.833881,2240108101,CODE39,Cam2
2025-05-02T15:48:08.865204,2240068101,CODE39,Cam1
2025-05-02T15:48:08.888250,2240108101,CODE39,Cam2
2025-05-02T15:48:08.936583,2240108101,CODE39,Cam2
2025-05-02T15:48:08.970644,2240068101,CODE39,Cam1
2025-05-02T15:48:08.992129,2240108101,CODE39,Cam2
2025-05-02T15:48:09.025080,2240068101,CODE39,Cam1
2025-05-02T15:48:09.045941,2240108101,CODE39,Cam2
2025-05-02T15:48:09.076326,2240068101,CODE39,Cam1
2025-05-02T15:48:09.098468,2240108101,CODE39,Cam2
2025-05-02T15:48:09.158028,2240108101,CODE39,Cam2
2025-05-02T15:48:09.188768,2240068101,CODE39,Cam1
2025-05-02T15:48:09.209512,2240108101,CODE39,Cam2
2025-05-02T15:48:09.261177,2240108101,CODE39,Cam2
2025-05-02T15:48:09.310814,2240108101,CODE39,Cam2
2025-05-02T15:48:09.365408,2240108101,CODE39,Cam2
2025-05-02T15:48:09.403020,2240068101,CODE39,Cam1
2025-05-02T15:48:09.424729,2240108101,CODE39,Cam2
2025-05-02T15:48:09.457075,2240068101,CODE39,Cam1
2025-05-02T15:48:09.476117,2240108101,CODE39,Cam2
2025-05-02T15:48:09.513689,2240068101,CODE39,Cam1
2025-05-02T15:48:09.529197,2240108101,CODE39,Cam2
2025-05-02T15:48:09.563165,2240068101,CODE39,Cam1
2025-05-02T15:48:09.581342,2240108101,CODE39,Cam2
2025-05-02T15:48:09.611841,2240068101,CODE39,Cam1
2025-05-02T15:48:09.635254,2240108101,CODE39,Cam2
2025-05-02T15:48:09.687723,2240108101,CODE39,Cam2
2025-05-02T15:48:09.739098,2240108101,CODE39,Cam2
2025-05-02T15:48:09.767076,2240068101,CODE39,Cam1
2025-05-02T15:48:09.791235,2240108101,CODE39,Cam2
2025-05-02T15:48:09.819464,2240068101,CODE39,Cam1
2025-05-02T15:48:09.843394,2240108101,CODE39,Cam2
2025-05-02T15:48:09.874789,2240068101,CODE39,Cam1
2025-05-02T15:48:09.899303,2240108101,CODE39,Cam2
2025-05-02T15:48:09.928191,2240068101,CODE39,Cam1
2025-05-02T15:48:09.951289,2240108101,CODE39,Cam2
2025-05-02T15:48:09.981035,2240068101,CODE39,Cam1
2025-05-02T15:48:10.003943,2240108101,CODE39,Cam2
2025-05-02T15:48:10.033692,2240068101,CODE39,Cam1
2025-05-02T15:48:10.055939,2240108101,CODE39,Cam2
2025-05-02T15:48:10.088118,2240068101,CODE39,Cam1
2025-05-02T15:48:10.111029,2240108101,CODE39,Cam2
2025-05-02T15:48:10.142870,2240068101,CODE39,Cam1
2025-05-02T15:48:10.158669,2240108101,CODE39,Cam2
2025-05-02T15:48:10.188009,2240068101,CODE39,Cam1
2025-05-02T15:48:10.210555,2240108101,CODE39,Cam2
2025-05-02T15:48:10.237683,2240068101,CODE39,Cam1
2025-05-02T15:48:10.257589,2240108101,CODE39,Cam2
2025-05-02T15:48:10.289593,2240068101,CODE39,Cam1
2025-05-02T15:48:10.313785,2240108101,CODE39,Cam2
2025-05-02T15:48:10.344070,2240068101,CODE39,Cam1
2025-05-02T15:48:10.363096,2240108101,CODE39,Cam2
2025-05-02T15:48:10.398278,2240068101,CODE39,Cam1
2025-05-02T15:48:10.421665,2240108101,CODE39,Cam2
2025-05-02T15:48:10.478501,2240108101,CODE39,Cam2
2025-05-02T15:48:10.510961,2240068101,CODE39,Cam1
2025-05-02T15:48:10.530225,2240108101,CODE39,Cam2
2025-05-02T15:48:10.559553,2240068101,CODE39,Cam1
2025-05-02T15:48:10.584712,2240108101,CODE39,Cam2
2025-05-02T15:48:10.644563,2240108101,CODE39,Cam2
2025-05-02T15:48:10.673933,2240068101,CODE39,Cam1
2025-05-02T15:48:10.691988,2240108101,CODE39,Cam2
2025-05-02T15:48:10.724968,2240068101,CODE39,Cam1
2025-05-02T15:48:10.773211,2240068101,CODE39,Cam1
2025-05-02T15:48:10.821240,2240068101,CODE39,Cam1
2025-05-02T15:48:10.868423,2240068101,CODE39,Cam1
2025-05-02T15:48:10.890366,2240108101,CODE39,Cam2
2025-05-02T15:48:10.924221,2240068101,CODE39,Cam1
2025-05-02T15:48:10.973341,2240068101,CODE39,Cam1
2025-05-02T15:48:11.019630,2240068101,CODE39,Cam1
2025-05-02T15:48:11.065661,2240068101,CODE39,Cam1
2025-05-02T15:48:11.088619,2240108101,CODE39,Cam2
2025-05-02T15:48:11.119681,2240068101,CODE39,Cam1
2025-05-02T15:48:11.141782,2240108101,CODE39,Cam2
2025-05-02T15:48:11.173613,2240068101,CODE39,Cam1
2025-05-02T15:48:11.197285,2240108101,CODE39,Cam2
2025-05-02T15:48:11.231825,2240068101,CODE39,Cam1
2025-05-02T15:48:11.252739,2240108101,CODE39,Cam2
2025-05-02T15:48:11.284428,2240068101,CODE39,Cam1
2025-05-02T15:48:11.304557,2240108101,CODE39,Cam2
2025-05-02T15:48:11.334930,2240068101,CODE39,Cam1
2025-05-02T15:48:11.356423,2240108101,CODE39,Cam2
2025-05-02T15:48:11.388142,2240068101,CODE39,Cam1
2025-05-02T15:48:11.408365,2240108101,CODE39,Cam2
2025-05-02T15:48:11.442496,2240068101,CODE39,Cam1
2025-05-02T15:48:11.463247,2240108101,CODE39,Cam2
2025-05-02T15:48:11.493579,2240068101,CODE39,Cam1
2025-05-02T15:48:11.516550,2240108101,CODE39,Cam2
2025-05-02T15:48:11.551040,2240068101,CODE39,Cam1
2025-05-02T15:48:11.573829,2240108101,CODE39,Cam2
2025-05-02T15:48:11.604983,2240068101,CODE39,Cam1
2025-05-02T15:48:11.627145,2240108101,CODE39,Cam2
2025-05-02T15:48:11.658459,2240068101,CODE39,Cam1
2025-05-02T15:48:11.683117,2240108101,CODE39,Cam2
2025-05-02T15:48:11.714033,2240068101,CODE39,Cam1
2025-05-02T15:48:11.737439,2240108101,CODE39,Cam2
2025-05-02T15:48:11.773969,2240068101,CODE39,Cam1
2025-05-02T15:48:11.797133,2240108101,CODE39,Cam2
2025-05-02T15:48:11.829533,2240068101,CODE39,Cam1
2025-05-02T15:48:11.856606,2240108101,CODE39,Cam2
2025-05-02T15:48:11.896261,2240068101,CODE39,Cam1
2025-05-02T15:48:11.919435,2240108101,CODE39,Cam2
2025-05-02T15:48:11.950999,2240068101,CODE39,Cam1
2025-05-02T15:48:11.974434,2240108101,CODE39,Cam2
2025-05-02T15:48:12.005065,2240068101,CODE39,Cam1
2025-05-02T15:48:12.028439,2240108101,CODE39,Cam2
2025-05-02T15:48:12.061491,2240068101,CODE39,Cam1
2025-05-02T15:48:12.081788,2240108101,CODE39,Cam2
2025-05-02T15:48:12.111425,2240068101,CODE39,Cam1
2025-05-02T15:48:12.134990,2240108101,CODE39,Cam2
2025-05-02T15:48:12.164542,2240068101,CODE39,Cam1
2025-05-02T15:48:12.188568,2240108101,CODE39,Cam2
2025-05-02T15:48:12.219180,2240068101,CODE39,Cam1
2025-05-02T15:48:12.242879,2240108101,CODE39,Cam2
2025-05-02T15:48:12.294237,2240108101,CODE39,Cam2
2025-05-02T15:48:12.328425,2240068101,CODE39,Cam1
2025-05-02T15:48:12.350856,2240108101,CODE39,Cam2
2025-05-02T15:48:12.381382,2240068101,CODE39,Cam1
2025-05-02T15:48:12.402209,2240108101,CODE39,Cam2
2025-05-02T15:48:12.433429,2240068101,CODE39,Cam1
2025-05-02T15:48:12.458263,2240108101,CODE39,Cam2
2025-05-02T15:48:12.491876,2240068101,CODE39,Cam1
2025-05-02T15:48:12.515270,2240108101,CODE39,Cam2
2025-05-02T15:48:12.545456,2240068101,CODE39,Cam1
2025-05-02T15:48:12.568421,2240108101,CODE39,Cam2
2025-05-02T15:48:12.601445,2240068101,CODE39,Cam1
2025-05-02T15:48:12.625631,2240108101,CODE39,Cam2
2025-05-02T15:48:12.657137,2240068101,CODE39,Cam1
2025-05-02T15:48:12.680126,2240108101,CODE39,Cam2
2025-05-02T15:48:12.710988,2240068101,CODE39,Cam1
2025-05-02T15:48:12.734178,2240108101,CODE39,Cam2
2025-05-02T15:48:12.763705,2240068101,CODE39,Cam1
2025-05-02T15:48:12.786993,2240108101,CODE39,Cam2
2025-05-02T15:48:12.818162,2240068101,CODE39,Cam1
2025-05-02T15:48:12.840803,2240108101,CODE39,Cam2
2025-05-02T15:48:12.871939,2240068101,CODE39,Cam1
2025-05-02T15:48:12.895008,2240108101,CODE39,Cam2
2025-05-02T15:48:12.925861,2240068101,CODE39,Cam1
2025-05-02T15:48:12.948841,2240108101,CODE39,Cam2
2025-05-02T15:48:12.980096,2240068101,CODE39,Cam1
2025-05-02T15:48:13.003666,2240108101,CODE39,Cam2
2025-05-02T15:48:13.034496,2240068101,CODE39,Cam1
2025-05-02T15:48:13.058327,2240108101,CODE39,Cam2
2025-05-02T15:48:13.088257,2240068101,CODE39,Cam1
2025-05-02T15:48:13.111355,2240108101,CODE39,Cam2
2025-05-02T15:48:13.142341,2240068101,CODE39,Cam1
2025-05-02T15:48:13.166626,2240108101,CODE39,Cam2
2025-05-02T15:48:13.208979,2240068101,CODE39,Cam1
2025-05-02T15:48:13.229011,2240108101,CODE39,Cam2
2025-05-02T15:48:13.259274,2240068101,CODE39,Cam1
2025-05-02T15:48:13.277580,2240108101,CODE39,Cam2
2025-05-02T15:48:13.310094,2240068101,CODE39,Cam1
2025-05-02T15:48:13.331294,2240108101,CODE39,Cam2
2025-05-02T15:48:13.363091,2240068101,CODE39,Cam1
2025-05-02T15:48:13.380144,2240108101,CODE39,Cam2
2025-05-02T15:48:13.421935,2240108101,CODE39,Cam2
2025-05-02T15:48:13.578197,2240108101,CODE39,Cam2
2025-05-02T15:48:13.619265,2240108101,CODE39,Cam2
2025-05-02T15:57:52.833395,2240108101,CODE39,Cam2
2025-05-02T15:57:58.982914,2240083101,CODE39,Cam1
2025-05-02T15:58:06.951844,2240078101,CODE39,Cam1
2025-05-02T15:58:07.286008,2240086101,CODE39,Cam1
2025-05-02T15:58:09.163044,2240111101,CODE39,Cam1
2025-05-02T15:58:13.923888,22400781%1,CODE39,Cam2
2025-05-02T15:58:20.819259,2240113101,CODE39,Cam2
2025-05-02T15:58:20.819941,2240100101,CODE39,Cam2
2025-05-02T15:58:22.426767,111101,CODE39,Cam2
2025-05-02T15:58:46.902684,224086101,CODE39,Cam1
2025-05-02T15:58:47.035771,290086101,CODE39,Cam1
2025-05-02T15:58:48.238238,220086101,CODE39,Cam1
2025-05-02T16:13:39.432106,2240108101,CODE39,Cam2
2025-05-02T16:13:39.432729,2240078101,CODE39,Cam2
2025-05-02T16:13:45.452791,2240111101,CODE39,Cam2
2025-05-02T16:15:55.350944,101,CODE39,Cam1
2025-05-02T16:16:00.366567,8101,CODE39,Cam1
2025-05-02T16:17:24.289622,2240129101,CODE39,Cam1
2025-05-02T16:17:24.290162,2240113101,CODE39,Cam1
2025-05-02T16:17:24.290591,2240100101,CODE39,Cam1
2025-05-02T16:17:36.565257,228101,CODE39,Cam1
2025-05-02T16:17:36.766354,268101,CODE39,Cam1
2025-05-02T16:17:37.140206,2240068101,CODE39,Cam1
2025-05-02T16:17:37.478002,.Y8101,CODE39,Cam1
2025-05-02T16:17:38.763225,668101,CODE39,Cam1
2025-05-02T16:17:39.034944,.. Z01,CODE39,Cam1
2025-05-02T16:17:40.524015,224001,CODE39,Cam1
2025-05-02T16:17:47.500708,068101,CODE39,Cam1
2025-05-02T16:17:50.210784,968101,CODE39,Cam1
2025-05-02T16:17:57.657305,22J101,CODE39,Cam1
2025-05-02T16:18:01.252183,2.9101,CODE39,Cam1
