Timestamp,Data,Type,Camera
2025-05-03 22:18:19,2240086101,CODE39,Cam2
2025-05-03 22:18:19,2240078101,CODE39,Cam2
2025-05-03 22:18:20,83101,CODE39,Cam1
2025-05-03 22:18:22,2240083101,CODE39,Cam1
2025-05-03 22:18:24,2240068101,CODE39,Cam1
2025-05-03 22:18:25,2240111101,CODE39,Cam1
2025-05-03 22:18:25,1240100101,CODE39,Cam1
2025-05-03 22:18:40,2240108101,CODE39,Cam2
2025-05-03 22:18:42,2240100101,CODE39,Cam1
